CountryOrTerritory,Namespace,Network,ResponsibleParty,TimeZone,StationName,EoICode,StationType,StationArea,Pollutant,SamplingPointId,Latitude,Longitude,Altitudee,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,Sample,SamplingProcess,MeasurementEquipment,MeasurementMethod,SamplingEquipment,AnalyticalTechnique,envelope
Spain,ES.BDCA.AQD,CCAA Cantabria,CENTRO DE INVESTIGACIÓN DEL MEDIO AMBIENTE (CANTABRIA),UTC,ESCUELA DE MINAS,ES1039A,Background,Urban,Sulphur dioxide (air),SP_39087005_1_38,43.35583,-4.06361,20,Continuous data collection,1990-12-01T00:00:00Z,,SAM_39087005_1_38,SPP_39087005_1_38.1,Environnement S.A. Model AF20M SO2 Analyzer,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,SIERRA NORTE,ES1654A,Background,Rural,Lead in PM10 (aerosol),SP_41088001_19_M,37.99435,-5.66687,573,Continuous data collection,2016-01-01T00:00:00Z,,SAM_41088001_19_M,SPP_41088001_19_M.1,,,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,LA RANILLA,ES0817A,Traffic,Urban,Toluene (air),SP_41091010_20_I,37.38425,-5.95962,29,Continuous data collection,2009-01-01T00:00:00Z,,SAM_41091010_20_I,SPP_41091010_20_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,SORIA,ES1643A,Traffic,Urban,Sulphur dioxide (air),SP_42173001_1_38,41.76666666,-2.46666666,1090,Continuous data collection,2002-10-01T00:00:00Z,,SAM_42173001_1_38,SPP_42173001_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Alcover (Mestral),ES1812A,Industrial,Rural,Carbon monoxide (air),SP_43005002_6_48,41.278381095,1.179916582,238,Continuous data collection,2008-09-07T00:00:00Z,,SAM_43005002_6_48,SPP_43005002_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Perafort (Puigdelfí),ES1122A,Industrial,Rural,Nitrogen oxides (air),SP_43103001_12_8,41.193587241,1.236702825,97,Continuous data collection,1991-04-01T00:00:00Z,,SAM_43103001_12_8,SPP_43103001_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Perafort (Puigdelfí),ES1122A,Industrial,Rural,Benzene (air),SP_43103001_30_M,41.193587241,1.236702825,97,Continuous data collection,2009-01-01T00:00:00Z,,SAM_43103001_30_M,SPP_43103001_30_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Tarragona (Universitat Laboral),ES1312A,Industrial,Suburban,Sulphur dioxide (air),SP_43148022_1_38,41.103677887,1.200765062,5,Continuous data collection,1993-01-01T00:00:00Z,,SAM_43148022_1_38,SPP_43148022_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Vila-seca (RENFE),ES1117A,Background,Suburban,Sulphur dioxide (air),SP_43171001_1_38,41.112090852,1.151824406,41,Continuous data collection,1991-04-01T00:00:00Z,,SAM_43171001_1_38,SPP_43171001_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,SAN PABLO DE LOS MONTES,ES0001R,Background,Rural,magnesium in PM2.5 (aerosol),SP_45153999_131_M,39.54694,-4.35056,917,Continuous data collection,2015-01-01T00:00:00Z,,SAM_45153999_131_M,SPP_45153999_131_M.2,,,,Inductive coupled plasma atomic emission spectrometry (ICP-AES),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,SAN PABLO DE LOS MONTES,ES0001R,Background,Rural,Benzo(a)anthracene in PM10 (aerosol),SP_45153999_99_M,39.54694,-4.35056,917,Continuous data collection,2009-01-01T00:00:00Z,,SAM_45153999_99_M,SPP_45153999_99_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cast. la Mancha,"CONSEJERÍA DE AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO RURAL. VICECONSEJERÍA DE MEDIO AMBIENTE (CASTILLA LA MANCHA)",UTC,TOLEDO2,ES1818A,Background,Suburban,Carbon monoxide (air),SP_45168002_6_48,39.8681,-4.0208,500,Continuous data collection,2006-03-15T00:00:00Z,,SAM_45168002_6_48,SPP_45168002_6_48.1,Teledyne API 300 gas filter correlation CO analyser,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALBALAT DELS TARONGERS,ES1911A,Industrial,Suburban,Nitrogen oxides (air),SP_46010001_12_8,39.70527777,-0.33666666,320,Continuous data collection,2009-02-18T00:00:00Z,,SAM_46010001_12_8,SPP_46010001_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALZIRA,ES1617A,Background,Suburban,Sulphur dioxide (air),SP_46017002_1_38,39.15,-0.45777777,60,Continuous data collection,2001-11-09T00:00:00Z,,SAM_46017002_1_38,SPP_46017002_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,GANDÍA,ES1182A,Traffic,Urban,Benzo(k)fluoranthene in PM10 (aerosol),SP_46131002_96_M,38.96666666,-0.19,22,Continuous data collection,2014-01-01T00:00:00Z,,SAM_46131002_96_M,SPP_46131002_96_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SAGUNT-NORD,ES1765A,Background,Suburban,Nickel in PM10 (aerosol),SP_46220009_62_M,39.68472222,-0.27888888,54,Continuous data collection,2008-04-01T00:00:00Z,,SAM_46220009_62_M,SPP_46220009_62_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SAGUNT CEA,ES1884A,Industrial,Suburban,Nitrogen monoxide (air),SP_46220010_7_8,39.63416666,-0.26583333,3,Continuous data collection,2008-01-01T00:00:00Z,,SAM_46220010_7_8,SPP_46220010_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VALÈNCIA-POLITÈCNIC,ES1885A,Background,Suburban,Sulphur dioxide (air),SP_46250046_1_38,39.4803,-0.3364,7,Continuous data collection,2008-04-04T00:00:00Z,,SAM_46250046_1_38,SPP_46250046_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VALÈNCIA - BULEVARD SUD,ES1970A,Traffic,Urban,Benzo(b)fluoranthene in PM10 (aerosol),SP_46250050_98_M,39.45027777,-0.39638888,15,Continuous data collection,2011-01-01T00:00:00Z,,SAM_46250050_98_M,SPP_46250050_98_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,PUENTE REGUERAL,ES1636A,Industrial,Urban,o-Xylene (air),SP_47186030_39_59,41.65611111,-4.73388888,691,Continuous data collection,2008-04-15T00:00:00Z,,SAM_47186030_39_59,SPP_47186030_39_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Madrid,ÁREA DE CALIDAD ATMOSFÉRICA DE LA COMUNIDAD DE MADRID - CONSEJERÍA DE MEDIO AMBIENTE (C. Madrid),UTC,TORREJON DE ARDOZ,ES1752A,Background,Suburban,Particulate matter < 10 µm (aerosol),SP_28148004_10_49,40.4495,-3.4776,581,Continuous data collection,2005-01-01T00:00:00Z,,SAM_28148004_10_49,SPP_28148004_10_49.1,Thermo 5014i Beta Continuous Ambient Particulate Monitor,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,CARRANQUE,ES1750A,Background,Urban,Particulate matter < 10 µm (aerosol),SP_29067006_10_M,36.71964,-4.4475,36,Continuous data collection,2009-01-01T00:00:00Z,2019-02-11T00:00:00Z,SAM_29067006_10_M,SPP_29067006_10_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,CARRANQUE,ES1750A,Background,Urban,"i-Octane (2,2,4-trimethylpentane) (air)",SP_29067006_436_I,36.71964,-4.4475,36,Continuous data collection,2011-01-01T00:00:00Z,,SAM_29067006_436_I,SPP_29067006_436_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Murcia,DIRECCIÓN GENERAL DE MEDIO AMBIENTE DE MURCIA. SERVICIO DE PLANIFICACIÓN Y EVALUACIÓN AMBIENTAL,UTC,ALCANTARILLA,ES1627A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_30005002_10_47,37.97555555,-1.23083333,80,Continuous data collection,2010-06-01T00:00:00Z,,SAM_30005002_10_47,SPP_30005002_10_47.1,Unknown,Tapered Element Oscillating Microbalance (TEOM),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Murcia,DIRECCIÓN GENERAL DE MEDIO AMBIENTE DE MURCIA. SERVICIO DE PLANIFICACIÓN Y EVALUACIÓN AMBIENTAL,UTC,ALUMBRES,ES0651A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_30016001_10_47,37.60333333,-0.91333333,60,Continuous data collection,2005-01-01T00:00:00Z,,SAM_30016001_10_47,SPP_30016001_10_47.1,TEOM 1400,Tapered Element Oscillating Microbalance (TEOM),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Murcia,DIRECCIÓN GENERAL DE MEDIO AMBIENTE DE MURCIA. SERVICIO DE PLANIFICACIÓN Y EVALUACIÓN AMBIENTAL,UTC,SAN BASILIO,ES1633A,Traffic,Suburban,Benzene (air),SP_30030007_30_59,37.99361111,-1.14472222,40,Continuous data collection,2018-05-31T00:00:00Z,,SAM_30030007_30_59,SPP_30030007_30_59.2,SYNTECH SPECTRAS GC 955-600,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,ITURRAMA,ES1472A,Background,Urban,Nitrogen dioxide (air),SP_31201012_8_8,42.80722,-1.65139,449,Continuous data collection,2015-12-18T00:00:00Z,,SAM_31201012_8_8,SPP_31201012_8_8.2,Environnement S.A. Model AC32M NO2 Analyzer,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,ROTXAPEA,ES1747A,Background,Urban,Nitrogen oxides (air),SP_31201014_12_8,42.82694,-1.64944,418,Continuous data collection,2002-08-01T00:00:00Z,2016-02-01T00:00:00Z,SAM_31201014_12_8,SPP_31201014_12_8.1,DASIBI 2108 NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,GOMEZ FRANQUEIRA,ES1096A,Traffic,Urban,Sulphur dioxide (air),SP_32054004_1_38,42.353,-7.8779,132,Continuous data collection,1991-01-01T00:00:00Z,,SAM_32054004_1_38,SPP_32054004_1_38.1,Teledyne API T100 UV Fluorescent SO2 Analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,ARGENTINA,ES1271A,Traffic,Urban,Ozone (air),SP_33024024_14_6,43.5388,-5.6989,9,Continuous data collection,1994-06-07T00:00:00Z,,SAM_33024024_14_6,SPP_33024024_14_6.1,DASIBI 1008 O3 analyser,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,CONSTITUCIÓN,ES1272A,Traffic,Urban,Nitrogen monoxide (air),SP_33024025_7_8,43.5299,-5.6735,19,Continuous data collection,1992-09-01T00:00:00Z,,SAM_33024025_7_8,SPP_33024025_7_8.1,Teledyne API 200A chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,ARINAGA,ES1744A,Industrial,Rural,Particulate matter < 10 µm (aerosol),SP_35002002_10_A,27.86907,-15.38715,23,Continuous data collection,2017-07-11T00:00:00Z,,SAM_35002002_10_A,SPP_35002002_10_A.2,,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,PARQUE LAS REHOYAS- LAS PALMAS DE GC,ES1953A,Background,Urban,Nitrogen oxides (air),SP_35016013_12_8,28.107452,-15.430123,85,Continuous data collection,2009-05-13T00:00:00Z,2016-02-10T00:00:00Z,SAM_35016013_12_8,SPP_35016013_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,COSTA TEGUISE,ES1864A,Industrial,Suburban,Carbon monoxide (air),SP_35024001_6_48,28.99031,-13.51655,36,Continuous data collection,2009-01-01T00:00:00Z,,SAM_35024001_6_48,SPP_35024001_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,MOLLABAO,ES1464A,Traffic,Urban,Particulate matter < 10 µm (aerosol),SP_36038005_10_49,42.4219,-8.6569,15,Continuous data collection,2008-10-08T00:00:00Z,2015-04-10T00:00:00Z,SAM_36038005_10_49,SPP_36038005_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,CAMPOLONGO,ES2061A,Traffic,Urban,Benzo(a)pyrene in PM10 (aerosol),SP_36038010_27_M,42.425932,-8.643995,15,Continuous data collection,2019-01-01T00:00:00Z,,SAM_36038010_27_M,SPP_36038010_27_M.2,,,,High performance liquid chromatography - fluorescence detection (HPLC-FLD),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,CAMPOLONGO,ES2061A,Traffic,Urban,Dibenzo(ah)anthracene in PM10 (aerosol),SP_36038010_94_M,42.425932,-8.643995,15,Continuous data collection,2019-01-01T00:00:00Z,,SAM_36038010_94_M,SPP_36038010_94_M.1,,,,High performance liquid chromatography - fluorescence detection (HPLC-FLD),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,ESTACION 2 (OESTE),ES1439A,Industrial,Urban,Arsenic in PM10 (aerosol),SP_36057022_17_M,42.2029,-8.747,26,Continuous data collection,2016-01-01T00:00:00Z,,SAM_36057022_17_M,SPP_36057022_17_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,ESTACION 2 (OESTE),ES1439A,Industrial,Urban,Nitrogen dioxide (air),SP_36057022_8_8,42.2029,-8.747,26,Continuous data collection,1996-01-01T00:00:00Z,,SAM_36057022_8_8,SPP_36057022_8_8.1,Thermo model 42i NO/Nox analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,SALAMANCA 5,ES1618A,Traffic,Urban,Particulate matter < 10 µm (aerosol),SP_37274010_10_49,40.97916666,-5.66527777,797,Continuous data collection,2002-04-01T00:00:00Z,,SAM_37274010_10_49,SPP_37274010_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,SALAMANCA 6,ES1889A,Background,Suburban,Sulphur dioxide (air),SP_37274011_1_38,40.96083333,-5.63972222,743,Continuous data collection,2006-12-21T00:00:00Z,,SAM_37274011_1_38,SPP_37274011_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,LA HIDALGA-ARAFO,ES1920A,Background,Suburban,Nitrogen monoxide (air),SP_38004001_7_8,28.33722,-16.39972,275,Continuous data collection,2008-01-24T00:00:00Z,,SAM_38004001_7_8,SPP_38004001_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,LA GRAMA-BREÑA ALTA,ES1979A,Industrial,Suburban,Ozone (air),SP_38008001_14_6,28.667712,-17.775553,245,Continuous data collection,2010-05-01T00:00:00Z,,SAM_38008001_14_6,SPP_38008001_14_6.1,Unknown,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,RESIDENCIA ESCOLAR-SS GOMERA,ES2044A,Background,Urban,Ozone (air),SP_38036001_14_6,28.09905,-17.12051,20,Continuous data collection,2013-11-07T00:00:00Z,,SAM_38036001_14_6,SPP_38036001_14_6.1,Unknown,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,EL PILAR-STA CRUZ DE LA PALMA,ES1980A,Industrial,Urban,Particulate matter < 2.5 µm (aerosol),SP_38037001_9_47,28.685983,-17.764587,52,Continuous data collection,2010-05-01T00:00:00Z,,SAM_38037001_9_47,SPP_38037001_9_47.1,Unknown,Tapered Element Oscillating Microbalance (TEOM),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,TOME CANO,ES1131A,Industrial,Urban,Lead in PM10 (aerosol),SP_38038010_19_M,28.462173,-16.261895,67,Continuous data collection,2014-01-01T00:00:00Z,,SAM_38038010_19_M,SPP_38038010_19_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,SAN FERNANDO,ES1593A,Background,Suburban,Sulphur dioxide (air),SP_11031001_1_38,36.46059,-6.20307,35,Continuous data collection,2001-03-01T00:00:00Z,,SAM_11031001_1_38,SPP_11031001_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,SAN FERNANDO,ES1593A,Background,Suburban,Benzo(b)fluoranthene in PM10 (aerosol),SP_11031001_98_M,36.46059,-6.20307,35,Continuous data collection,2009-01-01T00:00:00Z,,SAM_11031001_98_M,SPP_11031001_98_M.2,,,,High performance liquid chromatography - mass spectrometry (HPLC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,CAMPAMENTO,ES0556A,Industrial,Suburban,Toluene (air),SP_11033005_20_I,36.17943,-5.37697,9,Continuous data collection,2009-01-01T00:00:00Z,,SAM_11033005_20_I,SPP_11033005_20_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
