CountryOrTerritory,Namespace,Network,ResponsibleParty,TimeZone,StationName,EoICode,StationType,StationArea,Pollutant,SamplingPointId,Latitude,Longitude,Altitudee,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,Sample,SamplingProcess,MeasurementEquipment,MeasurementMethod,SamplingEquipment,AnalyticalTechnique,envelope
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,SAN PABLO DE LOS MONTES,ES0001R,Background,Rural,Benzo(ghi)perylene (precip+dry_dep),SP_45153999_320_I,39.54694,-4.35056,917,Continuous data collection,2007-01-01T00:00:00Z,,SAM_45153999_320_I,SPP_45153999_320_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,SAN PABLO DE LOS MONTES,ES0001R,Background,Rural,Lead (precip+dry_dep),SP_45153999_321_I,39.54694,-4.35056,917,Continuous data collection,2007-01-01T00:00:00Z,,SAM_45153999_321_I,SPP_45153999_321_I.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cast. la Mancha,"CONSEJERÍA DE AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO RURAL. VICECONSEJERÍA DE MEDIO AMBIENTE (CASTILLA LA MANCHA)",UTC,TOLEDO2,ES1818A,Background,Suburban,Particulate matter < 10 µm (aerosol),SP_45168002_10_M,39.8681,-4.0208,500,Continuous data collection,2010-01-01T00:00:00Z,2017-07-26T00:00:00Z,SAM_45168002_10_M,SPP_45168002_10_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALBALAT DELS TARONGERS,ES1911A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_46010001_10_46,39.70527777,-0.33666666,320,Continuous data collection,2012-01-01T00:00:00Z,,SAM_46010001_10_46,SPP_46010001_10_46.1,Unknown,Light scattering,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,BURJASSOT - FACULTATS,ES1625A,Traffic,Urban,Benzo(a)pyrene in PM10 (aerosol),SP_46078004_27_M,39.50944444,-0.41777777,25,Continuous data collection,2006-01-01T00:00:00Z,,SAM_46078004_27_M,SPP_46078004_27_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,GANDÍA,ES1182A,Traffic,Urban,Benzo(a)anthracene in PM10 (aerosol),SP_46131002_99_M,38.96666666,-0.19,22,Continuous data collection,2014-01-01T00:00:00Z,,SAM_46131002_99_M,SPP_46131002_99_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ONTINYENT,ES1711A,Background,Suburban,Sulphur dioxide (air),SP_46184002_1_38,38.78805555,-0.69722222,510,Continuous data collection,2004-01-01T00:00:00Z,,SAM_46184002_1_38,SPP_46184002_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SAGUNT-NORD,ES1765A,Background,Suburban,Benzo(j)fluoranthene in PM10 (aerosol),SP_46220009_97_M,39.68472222,-0.27888888,54,Continuous data collection,2014-01-01T00:00:00Z,,SAM_46220009_97_M,SPP_46220009_97_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SAGUNT CEA,ES1884A,Industrial,Suburban,Carbon monoxide (air),SP_46220010_6_48,39.63416666,-0.26583333,3,Continuous data collection,2008-01-01T00:00:00Z,,SAM_46220010_6_48,SPP_46220010_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,TORREBAJA,ES1917A,Background,Rural,Sulphur dioxide (air),SP_46242001_1_38,40.09944444,-1.25388888,728,Continuous data collection,2006-08-17T00:00:00Z,,SAM_46242001_1_38,SPP_46242001_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VALÈNCIA-PISTA DE SILLA,ES1239A,Traffic,Urban,Xylene (air),SP_46250030_31_59,39.45611111,-0.37583333,11,Continuous data collection,2014-01-01T00:00:00Z,,SAM_46250030_31_59,SPP_46250030_31_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VALÈNCIA - BULEVARD SUD,ES1970A,Traffic,Urban,Nitrogen dioxide (air),SP_46250050_8_8,39.45027777,-0.39638888,15,Continuous data collection,2010-05-24T00:00:00Z,,SAM_46250050_8_8,SPP_46250050_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VALÈNCIA-CENTRE,ES2095A,Traffic,Urban,Nitrogen oxides (air),SP_46250054_12_8,39.44833,-0.37647,2,Continuous data collection,2019-01-01T00:00:00Z,,SAM_46250054_12_8,SPP_46250054_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,ZARRA,ES0012R,Background,Rural,chrysene (air+aerosol),SP_46263999_79_M,39.08278,-1.10111,885,Continuous data collection,2016-01-01T00:00:00Z,,SAM_46263999_79_M,SPP_46263999_79_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,ZARRA,ES0012R,Background,Rural,Dibenzo(ah)anthracene in PM10 (aerosol),SP_46263999_94_M,39.08278,-1.10111,885,Continuous data collection,2016-01-01T00:00:00Z,,SAM_46263999_94_M,SPP_46263999_94_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,MEDINA DEL CAMPO,ES1162A,Industrial,Suburban,Xylene (air),SP_47085003_31_59,41.31638888,-4.90916666,721,Continuous data collection,2015-01-01T00:00:00Z,,SAM_47085003_31_59,SPP_47085003_31_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,ENERGYWORKS-VA 1,ES1596A,Industrial,Urban,Nitrogen monoxide (air),SP_47186025_7_8,41.66638888,-4.715,694,Continuous data collection,2001-04-01T00:00:00Z,,SAM_47186025_7_8,SPP_47186025_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,ENERGYWORKS-VA 2,ES1597A,Industrial,Suburban,Nitrogen monoxide (air),SP_47186026_7_8,41.68333333,-4.74111111,753,Continuous data collection,2001-04-01T00:00:00Z,,SAM_47186026_7_8,SPP_47186026_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,Ayto Madrid,SERVICIO DE CALIDAD DEL AIRE. AYUNTAMIENTO DE MADRID,UTC,PLAZA ELÍPTICA,ES1943A,Traffic,Urban,Nitrogen monoxide (air),SP_28079056_7_8,40.3847,-3.7186,605,Continuous data collection,2010-01-18T00:00:00Z,2014-12-31T00:00:00Z,SAM_28079056_7_8,SPP_28079056_7_8.1,Horiba model APNA 360 NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Madrid,ÁREA DE CALIDAD ATMOSFÉRICA DE LA COMUNIDAD DE MADRID - CONSEJERÍA DE MEDIO AMBIENTE (C. Madrid),UTC,M�STOLES,ES1568A,Background,Suburban,Benzo(a)pyrene in PM10 (aerosol),SP_28092005_27_M,40.3242,-3.87677,650,Continuous data collection,2010-01-01T00:00:00Z,,SAM_28092005_27_M,SPP_28092005_27_M.1,,,,High performance liquid chromatography - mass spectrometry (HPLC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,EL ATABAL,ES1751A,Background,Suburban,Ethyl benzene (air),SP_29067005_35_I,36.72956,-4.46553,86,Continuous data collection,2009-01-01T00:00:00Z,,SAM_29067005_35_I,SPP_29067005_35_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,EL ATABAL,ES1751A,Background,Suburban,i-Pentane (2-methylbutane) (air),SP_29067005_411_I,36.72956,-4.46553,86,Continuous data collection,2011-01-01T00:00:00Z,,SAM_29067005_411_I,SPP_29067005_411_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,CARRANQUE,ES1750A,Background,Urban,n-Octane (air),SP_29067006_420_I,36.71964,-4.4475,36,Continuous data collection,2011-01-01T00:00:00Z,,SAM_29067006_420_I,SPP_29067006_420_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,CARRANQUE,ES1750A,Background,Urban,Particulate matter < 2.5 µm (aerosol),SP_29067006_9_M,36.71964,-4.4475,36,Continuous data collection,2009-01-01T00:00:00Z,,SAM_29067006_9_M,SPP_29067006_9_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,AVENIDA JUAN XXIII,ES2031A,Traffic,Urban,Nitrogen oxides (air),SP_29067008_12_8,36.7073,-4.446,380,Continuous data collection,2018-12-12T00:00:00Z,,SAM_29067008_12_8,SPP_29067008_12_8.2,Thermo model 42i NO/Nox analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,AVENIDA JUAN XXIII,ES2031A,Traffic,Urban,Nitrogen oxides (air),SP_29067008_12_8,36.7073,-4.446,380,Continuous data collection,2012-12-01T00:00:00Z,2018-12-11T00:00:00Z,SAM_29067008_12_8,SPP_29067008_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,AVENIDA JUAN XXIII,ES2031A,Traffic,Urban,"m,p-Xylene (air)",SP_29067008_431_I,36.7073,-4.446,380,Continuous data collection,2013-01-01T00:00:00Z,,SAM_29067008_431_I,SPP_29067008_431_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,MARBELLA ARCO,ES2030A,Traffic,Urban,Nickel in PM10 (aerosol),SP_29069002_62_M,36.511,-4.863,39,Continuous data collection,2013-01-01T00:00:00Z,,SAM_29069002_62_M,SPP_29069002_62_M.1,,,,Inductive coupled plasma atomic emission spectrometry (ICP-AES),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Murcia,DIRECCIÓN GENERAL DE MEDIO AMBIENTE DE MURCIA. SERVICIO DE PLANIFICACIÓN Y EVALUACIÓN AMBIENTAL,UTC,LA ALJORRA,ES1423A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_30016018_10_47,37.69361111,-1.06472222,80,Continuous data collection,2004-03-24T00:00:00Z,,SAM_30016018_10_47,SPP_30016018_10_47.1,TEOM 1400,Tapered Element Oscillating Microbalance (TEOM),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Murcia,DIRECCIÓN GENERAL DE MEDIO AMBIENTE DE MURCIA. SERVICIO DE PLANIFICACIÓN Y EVALUACIÓN AMBIENTAL,UTC,SAN BASILIO,ES1633A,Traffic,Suburban,Particulate matter < 10 µm (aerosol),SP_30030007_10_49,37.99361111,-1.14472222,40,Continuous data collection,2009-01-01T00:00:00Z,,SAM_30030007_10_49,SPP_30030007_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,FUNES,ES1662A,Industrial,Rural,Particulate matter < 10 µm (aerosol),SP_31107001_10_49,42.3083,-1.8083,460,Continuous data collection,2003-01-01T00:00:00Z,,SAM_31107001_10_49,SPP_31107001_10_49.1,MetOne BAM-1020,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,TUDELA,ES1661A,Industrial,Rural,Carbon monoxide (air),SP_31232002_6_48,42.0747,-1.6269,383,Continuous data collection,2003-01-01T00:00:00Z,,SAM_31232002_6_48,SPP_31232002_6_48.1,Teledyne API 300E gas filter correlation CO analyser,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,TUDELA,ES1661A,Industrial,Rural,Nitrogen dioxide (air),SP_31232002_8_8,42.0747,-1.6269,383,Continuous data collection,2015-06-08T00:00:00Z,,SAM_31232002_8_8,SPP_31232002_8_8.2,Teledyne API T200 chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,GOMEZ FRANQUEIRA,ES1096A,Traffic,Urban,Arsenic in PM10 (aerosol),SP_32054004_17_M,42.353,-7.8779,132,Continuous data collection,2008-01-01T00:00:00Z,,SAM_32054004_17_M,SPP_32054004_17_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,LLANOPONTE,ES0880A,Traffic,Urban,Ozone (air),SP_33004021_14_6,43.5512,-5.9197,6,Continuous data collection,1988-09-01T00:00:00Z,,SAM_33004021_14_6,SPP_33004021_14_6.1,DASIBI 1108 O3 analyser,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,VEGA SICILIA,ES1632A,Traffic,Urban,Nitrogen oxides (air),SP_47186029_12_8,41.62055555,-4.74666666,690,Continuous data collection,2002-05-01T00:00:00Z,,SAM_47186029_12_8,SPP_47186029_12_8.1,Environnement S.A. Model AC30M NO2 Analyzer,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,VEGA SICILIA,ES1632A,Traffic,Urban,Nitrogen dioxide (air),SP_47186029_8_8,41.62055555,-4.74666666,690,Continuous data collection,2002-05-01T00:00:00Z,,SAM_47186029_8_8,SPP_47186029_8_8.1,Environnement S.A. Model AC30M NO2 Analyzer,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,PARQUE EUROPA,ES1713A,Background,Urban,Particulate matter < 10 µm (aerosol),SP_48020003_10_47,43.2549,-2.9023,76,Continuous data collection,2012-10-01T00:00:00Z,,SAM_48020003_10_47,SPP_48020003_10_47.1,Unknown,Tapered Element Oscillating Microbalance (TEOM),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,MAZARREDO,ES1244A,Traffic,Urban,Nitrogen dioxide (air),SP_48020062_8_8,43.2675,-2.9352,33,Continuous data collection,1992-07-01T00:00:00Z,,SAM_48020062_8_8,SPP_48020062_8_8.1,Thermo model 42i NO/Nox analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,Ayto Zaragoza,AYUNTAMIENTO DE ZARAGOZA. AGENCIA DE MEDIO AMBIENTE Y SOSTENIBILIDAD,UTC,AVENIDA SORIA,ES2064A,Traffic,Suburban,Sulphur dioxide (air),SP_50297039_1_38,41.65917,-0.9068,208,Continuous data collection,2015-05-01T00:00:00Z,,SAM_50297039_1_38,SPP_50297039_1_38.1,Thermo model 43i SO2 analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,Ayto Zaragoza,AYUNTAMIENTO DE ZARAGOZA. AGENCIA DE MEDIO AMBIENTE Y SOSTENIBILIDAD,UTC,ACTUR,ES2089A,Background,Urban,Nitrogen dioxide (air),SP_50297040_8_8,41.6752,-0.8869,200,Continuous data collection,2018-10-04T00:00:00Z,,SAM_50297040_8_8,SPP_50297040_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cast. la Mancha,"CONSEJERÍA DE AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO RURAL. VICECONSEJERÍA DE MEDIO AMBIENTE (CASTILLA LA MANCHA)",UTC,ALBACETE,ES1535A,Background,Suburban,Particulate matter < 2.5 µm (aerosol),SP_02003001_9_49,38.9793,-1.8521,686,Continuous data collection,2008-06-15T00:00:00Z,2014-05-15T00:00:00Z,SAM_02003001_9_49,SPP_02003001_9_49.1,MetOne BAM-1020,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALCOI - VERGE DELS LLIRIS,ES1623A,Background,Urban,Arsenic in PM10 (aerosol),SP_03009006_17_M,38.70638888,-0.46694444,534,Continuous data collection,2005-01-01T00:00:00Z,,SAM_03009006_17_M,SPP_03009006_17_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALCOI - VERGE DELS LLIRIS,ES1623A,Background,Urban,Nickel in PM10 (aerosol),SP_03009006_62_M,38.70638888,-0.46694444,534,Continuous data collection,2005-01-01T00:00:00Z,,SAM_03009006_62_M,SPP_03009006_62_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALCOI - VERGE DELS LLIRIS,ES1623A,Background,Urban,Dibenzo(ah)anthracene in PM10 (aerosol),SP_03009006_94_M,38.70638888,-0.46694444,534,Continuous data collection,2009-01-01T00:00:00Z,,SAM_03009006_94_M,SPP_03009006_94_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALACANT-EL PLÁ,ES1635A,Traffic,Urban,Benzene (air),SP_03014006_30_59,38.35944444,-0.47194444,45,Continuous data collection,2003-06-10T00:00:00Z,,SAM_03014006_30_59,SPP_03014006_30_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALACANT-EL PLÁ,ES1635A,Traffic,Urban,indeno_123cd_pyrene in PM10 (aerosol),SP_03014006_95_M,38.35944444,-0.47194444,45,Continuous data collection,2009-01-01T00:00:00Z,,SAM_03014006_95_M,SPP_03014006_95_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,BENIDORM,ES1675A,Background,Suburban,Carbon monoxide (air),SP_03031002_6_48,38.57138888,-0.14666666,44,Continuous data collection,2004-01-27T00:00:00Z,2013-12-31T00:00:00Z,SAM_03031002_6_48,SPP_03031002_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ELX-AGROALIMENTARI,ES1624A,Background,Suburban,Nitrogen dioxide (air),SP_03065006_8_8,38.24222222,-0.68277777,44,Continuous data collection,2016-03-17T00:00:00Z,,SAM_03065006_8_8,SPP_03065006_8_8.2,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
